Module File ID,Module Family ID,Module Family,Module Label,Module Path,HubSpot Module ID,Scope,Block Type,Descriptor,Presentation Mode,HubSpot Folder,Local Source Path,Meta Global,Available For New Content,Content Types,Host Template Types,Field Count,Field Names,Field Types,Field Summary,Required Field Count,Locked Field Count,Default Value Coverage,Module HTML Hash,Fields JSON Hash,Meta JSON Hash,Can Be Used In Emails,Deployment Status,Last Local Sync Date,Last HubSpot Fetch Date,Source Of Truth,Brand Status,Compliance Role,Replacement For Legacy Module,Deprecated/Replaced By,Notes
modfile_email_modules_launch_launch_04_06_founder_pillars_module,modfam_launch_04_06_founder_pillars,launch-04-06-founder-pillars,launch-04-06-founder-pillars,email_modules/launch/launch-04-06-founder-pillars.module,,,,,,launch,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/launch/launch-04-06-founder-pillars.module,False,True,EMAIL,ANY,9,eyebrow; heading; body_text; pillar_1; pillar_2; pillar_3; pillar_4; person_name; role,richtext; text,Eyebrow (text); Heading (text); Body (richtext); Pillar 1 (text); Pillar 2 (text); Pillar 3 (text); Pillar 4 (text); Name (text); Role / title (text),0,0,9/9,aa93c9c1d23acb2b29f512f7ae68cefb7fc8054f63ef227e3b0a8300de17d6f7,f5d0406a0e54a6f7ae2c03f75491e5cf7298421310343d2bc4796e937eacef35,3364ccd5a1782e2151055fe948bd8ab67df0b14862aadf05b082fe685336fc7d,True,Built active - module_id missing from local meta,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,,,,,
modfile_email_modules_launch_launch_04_07_final_cta_module,modfam_launch_04_07_final_cta,launch-04-07-final-cta,launch-04-07-final-cta,email_modules/launch/launch-04-07-final-cta.module,,,,,,launch,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/launch/launch-04-07-final-cta.module,False,True,EMAIL,ANY,4,headline; body_text; button_text; button_url,richtext; text; url,Headline (text); Body (richtext); Button Text (text); Button URL (url),0,0,4/4,2444a94c20a4c2700c74e102428abc1e0fca40b47b623e1b264f90dd804119b0,02a38681ac8f0064456ed079986c91c5b09c1042cc0760d7ba380581151fe1f8,0cfd0085e43e5e01f73b745942cea7123ff34dcf2e73d0afc6a167b2b2eaae14,True,Built active - module_id missing from local meta,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,,,,,
modfile_email_modules_launch_launch_04_08_footer_module,modfam_launch_04_08_footer,launch-04-08-footer,launch-04-08-footer,email_modules/launch/launch-04-08-footer.module,,,,,,launch,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/launch/launch-04-08-footer.module,False,True,EMAIL,ANY,6,company_name; company_address; instagram_url; facebook_url; youtube_url; privacy_url,text; url,Company name (text); Company address (text); Instagram URL (url); Facebook URL (url); YouTube URL (url); Privacy URL (url),0,0,6/6,11a8fc10abde821fa2441b2a48c1cd67ba87fd4bb89abb5c86f829c133a33cf1,c95115cfa1dc23743969e383f97ffcd8da37332197a3bcefd258fdabc0d1f22b,eeacb50c7ac2ac7b9e8c7db285435138fa7bebc26fff3ba6c3cb7bf6ea4c6ee9,True,Built active - module_id missing from local meta,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,,,,,
modfile_email_modules_launch_launch_05_01_header_module,modfam_launch_05_01_header,launch-05-01-header,launch-05-01-header,email_modules/launch/launch-05-01-header.module,,,,,,launch,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/launch/launch-05-01-header.module,False,True,EMAIL,ANY,2,logo_image; logo_url,image; url,Logo Image (image); Logo URL (optional) (url),0,0,2/2,e12ab33d0cf4f5b8e5ee368cd7c3727d764ae2af6bac8a9eb342c81fecf63b56,4178f880017da3783f55cd54a6b1e86c2ac5ddc0c1fca598372617c5089dfae5,beb865e4acc1dd9f8a0668dbb7ee765343a1b8af490a413cfc2d80942d684018,True,Built active - module_id missing from local meta,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,,,,,
modfile_email_modules_launch_launch_05_02_hero_image_module,modfam_launch_05_02_hero_image,launch-05-02-hero-image,launch-05-02-hero-image,email_modules/launch/launch-05-02-hero-image.module,,,,,,launch,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/launch/launch-05-02-hero-image.module,False,True,EMAIL,ANY,6,image; eyebrow; headline; body_text; button_text; button_url,image; richtext; text; url,Hero Image (image); Eyebrow (text); Headline (text); Body (richtext); Button Text (text); Button URL (url),0,0,6/6,a1c9aec0c06787f15a97a16f33a6f2b504ef7ce7554e6e16531da7898d183d04,d667f1d06016c5452dc041090c0c5ae71d90a0f1081cb84c291550f308b82aa9,6138126fde8762e131f010e465fb58b459bdc7a832a7cd8b79f900c8f0631c41,True,Built active - module_id missing from local meta,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,,,,,
modfile_email_modules_launch_launch_05_03_question_list_module,modfam_launch_05_03_question_list,launch-05-03-question-list,launch-05-03-question-list,email_modules/launch/launch-05-03-question-list.module,,,,,,launch,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/launch/launch-05-03-question-list.module,False,True,EMAIL,ANY,10,eyebrow; heading; body_text; question_1; question_2; question_3; question_4; question_5; question_6; closing_text,richtext; text,Eyebrow (text); Heading (text); Body (richtext); Question 1 (text); Question 2 (text); Question 3 (text); Question 4 (text); Question 5 (text); Question 6 (text); Closing text (richtext),0,0,10/10,89e9ed78f0fb864468854c371995fb1a08f2fff0c93679e7a024536eae136341,2f9178baa3b116305c2c2bf24d1d8383f46569c17d9c79c9335ba70c893f66f3,698d1cb87c5ff8091f7d6a60b9996ae8a25e167145465e403d0f2b1cc0405ec5,True,Built active - module_id missing from local meta,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,,,,,
modfile_email_modules_launch_launch_05_04_five_changes_module,modfam_launch_05_04_five_changes,launch-05-04-five-changes,launch-05-04-five-changes,email_modules/launch/launch-05-04-five-changes.module,,,,,,launch,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/launch/launch-05-04-five-changes.module,False,True,EMAIL,ANY,13,eyebrow; heading; intro; item_1_title; item_1_text; item_2_title; item_2_text; item_3_title; item_3_text; item_4_title; item_4_text; item_5_title; item_5_text,richtext; text,Eyebrow (text); Heading (text); Intro (richtext); Item 1 title (text); Item 1 text (richtext); Item 2 title (text); Item 2 text (richtext); Item 3 title (text); Item 3 text (richtext); Item 4 title (text); Item 4 text (richtext); Item 5 title (text); Item 5 text (richtext),0,0,13/13,7d6c3171125e8d7b296283969dfb89912b339d4ccc40b3dbf9a5fe3792ae4b2f,88188c685a28d6aa804bf71ff0f9d9889007667fcc80d7c73c0cde594d6505bb,0410cf7cd34b47f8e425cbe239bdf764aba2a63a9c1fb2223e9cdd5008a04068,True,Built active - module_id missing from local meta,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,,,,,
modfile_email_modules_launch_launch_05_05_belief_list_dark_module,modfam_launch_05_05_belief_list_dark,launch-05-05-belief-list-dark,launch-05-05-belief-list-dark,email_modules/launch/launch-05-05-belief-list-dark.module,,,,,,launch,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/launch/launch-05-05-belief-list-dark.module,False,True,EMAIL,ANY,7,eyebrow; heading; body_text; point_1; point_2; point_3; point_4,richtext; text,Eyebrow (text); Heading (text); Body (richtext); Point 1 (text); Point 2 (text); Point 3 (text); Point 4 (text),0,0,7/7,c068ba8cde24315714058d967a91c9ca7735000b1813623c5e96b3acfbb76a27,d3f0aac425fba99c9a9972ae367280be7c30905a892bd374096ae46f277eea6d,eaf1cc6967c279c87762f526487b3128b157e179a10356b2e1ebe4bc2deb7cad,True,Built active - module_id missing from local meta,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,,,,,
modfile_email_modules_launch_launch_05_06_founder_pillars_module,modfam_launch_05_06_founder_pillars,launch-05-06-founder-pillars,launch-05-06-founder-pillars,email_modules/launch/launch-05-06-founder-pillars.module,,,,,,launch,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/launch/launch-05-06-founder-pillars.module,False,True,EMAIL,ANY,9,eyebrow; heading; body_text; pillar_1; pillar_2; pillar_3; pillar_4; person_name; role,richtext; text,Eyebrow (text); Heading (text); Body (richtext); Pillar 1 (text); Pillar 2 (text); Pillar 3 (text); Pillar 4 (text); Name (text); Role / title (text),0,0,9/9,aa93c9c1d23acb2b29f512f7ae68cefb7fc8054f63ef227e3b0a8300de17d6f7,08dc894e3310adaa266ae012a31853b47ca5df18a2a407d6a8e7cb3232163f12,7a85d8e813092b084cae3c385519ba17b1d562b6b315248581dda6216b4c028f,True,Built active - module_id missing from local meta,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,,,,,
modfile_email_modules_launch_launch_05_07_products_3_module,modfam_launch_05_07_products_3,launch-05-07-products-3,launch-05-07-products-3,email_modules/launch/launch-05-07-products-3.module,,,,,,launch,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/launch/launch-05-07-products-3.module,False,True,EMAIL,ANY,12,eyebrow; heading; body_text; product_1_image; product_1_title; product_1_text; product_2_image; product_2_title; product_2_text; product_3_image; product_3_title; product_3_text,image; richtext; text,Eyebrow (text); Heading (text); Body (richtext); Product 1 image (image); Product 1 title (text); Product 1 text (richtext); Product 2 image (image); Product 2 title (text); Product 2 text (richtext); Product 3 image (image); Product 3 title (text); Product 3 text (richtext),0,0,12/12,39564e553aa1b9351a3bfea598372d46393144d3ab1e5cc40591d9255253f54d,9833c2cc80400312ab699ba2587e056291b492fccd997b77bbbe79f0e9149ca5,207f3f6b40977e2b3931e0eb348d6aba492e8d842b3e8184533f67c52217ac8b,True,Built active - module_id missing from local meta,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,,,,,
modfile_email_modules_launch_launch_05_08_final_cta_module,modfam_launch_05_08_final_cta,launch-05-08-final-cta,launch-05-08-final-cta,email_modules/launch/launch-05-08-final-cta.module,,,,,,launch,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/launch/launch-05-08-final-cta.module,False,True,EMAIL,ANY,4,headline; body_text; button_text; button_url,richtext; text; url,Headline (text); Body (richtext); Button Text (text); Button URL (url),0,0,4/4,2444a94c20a4c2700c74e102428abc1e0fca40b47b623e1b264f90dd804119b0,4f94d9ce3346e5955683f55bfa12ae8a69998b2d03b702fb93c091cfc1607b20,2e90fcc6a20d7b50d6eec81825c76bda36d9fc038dfdf76e3545b9ac2d5c7d22,True,Built active - module_id missing from local meta,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,,,,,
modfile_email_modules_launch_launch_05_09_footer_module,modfam_launch_05_09_footer,launch-05-09-footer,launch-05-09-footer,email_modules/launch/launch-05-09-footer.module,,,,,,launch,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/launch/launch-05-09-footer.module,False,True,EMAIL,ANY,6,company_name; company_address; instagram_url; facebook_url; youtube_url; privacy_url,text; url,Company name (text); Company address (text); Instagram URL (url); Facebook URL (url); YouTube URL (url); Privacy URL (url),0,0,6/6,11a8fc10abde821fa2441b2a48c1cd67ba87fd4bb89abb5c86f829c133a33cf1,c95115cfa1dc23743969e383f97ffcd8da37332197a3bcefd258fdabc0d1f22b,747d141924f2f1c3a633385c6c2f90b9af887f0238b546f2643920065b07fc60,True,Built active - module_id missing from local meta,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,,,,,
modfile_email_modules_launch_launch_belief_list_module,modfam_launch_03_launch_05_belief_list,launch-03 launch-05 - Belief list,launch-03 launch-05 - Belief list - Light,email_modules/launch/launch_belief_list.module,,,,,,launch,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/launch/launch_belief_list.module,False,True,EMAIL,ANY,7,eyebrow; heading; body_text; point_1; point_2; point_3; point_4,richtext; text,Eyebrow (text); Heading (text); Body (richtext); Point 1 (text); Point 2 (text); Point 3 (text); Point 4 (text),0,0,7/7,4dac5dca7512e7e01b34564c71d9c0925ad47c0781a49a25e9af2e5843064aa8,4fd1084d0ab2d766702b25498b0d306891e7098e63a9208ae7060794ee63b65d,e88213cdb46d447c19066320f62c36cff601ab5b1f7c88b4f9e641127fab3fcf,True,Built active - module_id missing from local meta,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,,,,,
modfile_email_modules_launch_launch_belief_list_dark_module,modfam_launch_03_launch_05_belief_list,launch-03 launch-05 - Belief list,launch-03 launch-05 - Belief list - Dark,email_modules/launch/launch_belief_list_dark.module,,,,,,launch,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/launch/launch_belief_list_dark.module,False,True,EMAIL,ANY,7,eyebrow; heading; body_text; point_1; point_2; point_3; point_4,richtext; text,Eyebrow (text); Heading (text); Body (richtext); Point 1 (text); Point 2 (text); Point 3 (text); Point 4 (text),0,0,7/7,4dac5dca7512e7e01b34564c71d9c0925ad47c0781a49a25e9af2e5843064aa8,4fd1084d0ab2d766702b25498b0d306891e7098e63a9208ae7060794ee63b65d,9bc7d1c6aff66ba7a504e3606bd263d6dbf1e14bc0f71b95dfaa6a4381c174cc,True,Built active - module_id missing from local meta,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,,,,,
modfile_email_modules_launch_launch_feature_list_5_module,modfam_launch_01_launch_05_five_changes,launch-01 launch-05 - Five changes,launch-01 launch-05 - Five changes - Light,email_modules/launch/launch_feature_list_5.module,,,,,,launch,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/launch/launch_feature_list_5.module,False,True,EMAIL,ANY,13,eyebrow; heading; intro; item_1_title; item_1_text; item_2_title; item_2_text; item_3_title; item_3_text; item_4_title; item_4_text; item_5_title; item_5_text,richtext; text,Eyebrow (text); Heading (text); Intro (richtext); Item 1 title (text); Item 1 text (richtext); Item 2 title (text); Item 2 text (richtext); Item 3 title (text); Item 3 text (richtext); Item 4 title (text); Item 4 text (richtext); Item 5 title (text); Item 5 text (richtext),0,0,13/13,c615639f7dfa1ee38fd1b07847d7bcaad6311ac0be9aa461c09a6cd9ca9f0fe6,86d19dd9ebb69a17cd5837482ac4cb203a61cafb94923b09ec4b23a1b2ab52c1,4465a9190e9439f76821926e949ecbe0aa420112af415a759ae31037afe58edd,True,Built active - module_id missing from local meta,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,,,,,
modfile_email_modules_launch_launch_feature_list_5_dark_module,modfam_launch_01_launch_05_five_changes,launch-01 launch-05 - Five changes,launch-01 launch-05 - Five changes - Dark,email_modules/launch/launch_feature_list_5_dark.module,,,,,,launch,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/launch/launch_feature_list_5_dark.module,False,True,EMAIL,ANY,13,eyebrow; heading; intro; item_1_title; item_1_text; item_2_title; item_2_text; item_3_title; item_3_text; item_4_title; item_4_text; item_5_title; item_5_text,richtext; text,Eyebrow (text); Heading (text); Intro (richtext); Item 1 title (text); Item 1 text (richtext); Item 2 title (text); Item 2 text (richtext); Item 3 title (text); Item 3 text (richtext); Item 4 title (text); Item 4 text (richtext); Item 5 title (text); Item 5 text (richtext),0,0,13/13,ee59cfbb96f2612c7d3961a4d717affe632c268b12d1695b32aeef1587196cf9,86d19dd9ebb69a17cd5837482ac4cb203a61cafb94923b09ec4b23a1b2ab52c1,c33a80e1cc1bbaa977ef96c9433440ff4db1de49bc8381ff6b30457f89014514,True,Built active - module_id missing from local meta,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,,,,,
modfile_email_modules_launch_launch_founder_pillars_module,modfam_launch_04_launch_05_founder_pillars,launch-04 launch-05 - Founder pillars,launch-04 launch-05 - Founder pillars - Light,email_modules/launch/launch_founder_pillars.module,,,,,,launch,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/launch/launch_founder_pillars.module,False,True,EMAIL,ANY,9,eyebrow; heading; body_text; pillar_1; pillar_2; pillar_3; pillar_4; person_name; role,richtext; text,Eyebrow (text); Heading (text); Body (richtext); Pillar 1 (text); Pillar 2 (text); Pillar 3 (text); Pillar 4 (text); Name (text); Role / title (text),0,0,9/9,a8c7430e23ce5e81233e4ff5dc6f98141f6894d6931f49b095d4720641549761,08dc894e3310adaa266ae012a31853b47ca5df18a2a407d6a8e7cb3232163f12,2b6d94c60568e5c19bf48287b41eb041193016fb7301f9303a8022123ca1024d,True,Built active - module_id missing from local meta,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,,,,,
modfile_email_modules_launch_launch_founder_pillars_dark_module,modfam_launch_04_launch_05_founder_pillars,launch-04 launch-05 - Founder pillars,launch-04 launch-05 - Founder pillars - Dark,email_modules/launch/launch_founder_pillars_dark.module,,,,,,launch,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/launch/launch_founder_pillars_dark.module,False,True,EMAIL,ANY,9,eyebrow; heading; body_text; pillar_1; pillar_2; pillar_3; pillar_4; person_name; role,richtext; text,Eyebrow (text); Heading (text); Body (richtext); Pillar 1 (text); Pillar 2 (text); Pillar 3 (text); Pillar 4 (text); Name (text); Role / title (text),0,0,9/9,0849c4bd8264d1bd20f701fb29d817eda3d8fe07ef763efa7a1246b401555cf4,08dc894e3310adaa266ae012a31853b47ca5df18a2a407d6a8e7cb3232163f12,847b7a140963319f18e248bdf84591ce730159ef8ab93ab99222d31785f76888,True,Built active - module_id missing from local meta,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,,,,,
modfile_email_modules_launch_launch_product_grid3_module,modfam_launch_01_launch_02_products_3,launch-01 launch-02 - Products 3,launch-01 launch-02 - Products 3 - Light,email_modules/launch/launch_product_grid3.module,,,,,,launch,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/launch/launch_product_grid3.module,False,True,EMAIL,ANY,12,eyebrow; heading; body_text; product_1_image; product_1_title; product_1_text; product_2_image; product_2_title; product_2_text; product_3_image; product_3_title; product_3_text,image; richtext; text,Eyebrow (text); Heading (text); Body (richtext); Product 1 image (image); Product 1 title (text); Product 1 text (richtext); Product 2 image (image); Product 2 title (text); Product 2 text (richtext); Product 3 image (image); Product 3 title (text); Product 3 text (richtext),0,0,12/12,827f6bcdab110eecdfa238db38e609d7cd7abbf7a1d08d7b438cfbe7388aaacb,10850119756aa3f063885f4750a5fc701c295af59a5f15f20e150367323e6442,d3ade5ad950d2a5938e4fc3c29ead95dba462804904339f7d7927616ef262464,True,Built active - module_id missing from local meta,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,,,,,
modfile_email_modules_launch_launch_product_grid3_dark_module,modfam_launch_01_launch_02_products_3,launch-01 launch-02 - Products 3,launch-01 launch-02 - Products 3 - Dark,email_modules/launch/launch_product_grid3_dark.module,,,,,,launch,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/launch/launch_product_grid3_dark.module,False,True,EMAIL,ANY,12,eyebrow; heading; body_text; product_1_image; product_1_title; product_1_text; product_2_image; product_2_title; product_2_text; product_3_image; product_3_title; product_3_text,image; richtext; text,Eyebrow (text); Heading (text); Body (richtext); Product 1 image (image); Product 1 title (text); Product 1 text (richtext); Product 2 image (image); Product 2 title (text); Product 2 text (richtext); Product 3 image (image); Product 3 title (text); Product 3 text (richtext),0,0,12/12,34ec100dafc170f4a7f9e56bc31c7ad5d18e1154fcd2246f1faa7ceb3ea9c6e8,10850119756aa3f063885f4750a5fc701c295af59a5f15f20e150367323e6442,9eeca38235e0b2d3c1a081bb51af342c2cffb4651ae06102e6d2c38fcfb669fc,True,Built active - module_id missing from local meta,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,,,,,
modfile_email_modules_launch_launch_question_list_module,modfam_launch_05_question_list,launch-05 - Question list,launch-05 - Question list - Light,email_modules/launch/launch_question_list.module,,,,,,launch,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/launch/launch_question_list.module,False,True,EMAIL,ANY,10,eyebrow; heading; body_text; question_1; question_2; question_3; question_4; question_5; question_6; closing_text,richtext; text,Eyebrow (text); Heading (text); Body (richtext); Question 1 (text); Question 2 (text); Question 3 (text); Question 4 (text); Question 5 (text); Question 6 (text); Closing text (richtext),0,0,10/10,3a49fafd2d2dd2b75c4319883092f50d0aa23f848497c3ee342ccf7737f63a33,8f25defb0343ac131f4bf04e603e6e17d0f443efcc76649c8272fc60df317027,0ba458184c9f789b1b62806e338a981bc757f51d83c0bede02a9e8d4bf2eb791,True,Built active - module_id missing from local meta,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,,,,,
modfile_email_modules_launch_launch_question_list_dark_module,modfam_launch_05_question_list,launch-05 - Question list,launch-05 - Question list - Dark,email_modules/launch/launch_question_list_dark.module,,,,,,launch,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/launch/launch_question_list_dark.module,False,True,EMAIL,ANY,10,eyebrow; heading; body_text; question_1; question_2; question_3; question_4; question_5; question_6; closing_text,richtext; text,Eyebrow (text); Heading (text); Body (richtext); Question 1 (text); Question 2 (text); Question 3 (text); Question 4 (text); Question 5 (text); Question 6 (text); Closing text (richtext),0,0,10/10,aa3cf8d2b659963bae0d5ae1dc67a0ecebf908489b2e227c0603abb89f855faf,8f25defb0343ac131f4bf04e603e6e17d0f443efcc76649c8272fc60df317027,e03bc3d8c341d9b1db1950a315f0a4f0f4db42ec9c57c23c4bf65ea5f92b5089,True,Built active - module_id missing from local meta,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,,,,,
modfile_email_modules_launch_launch_wordmark_pair_module,modfam_launch_01_logo_pair,launch-01 - Logo pair,launch-01 - Logo pair - Light,email_modules/launch/launch_wordmark_pair.module,,,,,,launch,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/launch/launch_wordmark_pair.module,False,True,EMAIL,ANY,6,left_label; left_image; left_caption; right_label; right_image; right_caption,image; text,Left label (text); Left logo/image (image); Left caption (text); Right label (text); Right logo/image (image); Right caption (text),0,0,6/6,fde151a1a5212cda6d6e4cf620d51b972eebb180841b4a5d674ebd1497cc761f,6b3a8400cab78c87780842690097804b7f7026593a471a2137812fb13a61b706,cc30eeddd7b9472a04d7dad98c6152d49a19a302ce035df55c80ba1c44301355,True,Built active - module_id missing from local meta,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,,,,,
modfile_email_modules_launch_launch_wordmark_pair_dark_module,modfam_launch_01_logo_pair,launch-01 - Logo pair,launch-01 - Logo pair - Dark,email_modules/launch/launch_wordmark_pair_dark.module,,,,,,launch,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/launch/launch_wordmark_pair_dark.module,False,True,EMAIL,ANY,6,left_label; left_image; left_caption; right_label; right_image; right_caption,image; text,Left label (text); Left logo/image (image); Left caption (text); Right label (text); Right logo/image (image); Right caption (text),0,0,6/6,90000e0078031cc72a0e283094e39a573856916e4a283847011aacecb5ef29ee,76056028bbe860bec6c6034c0a7a3b82bf6f979f78e58a620dccd29cc54a4a90,ff318f06de9b6ae335125d9ec738ffedfc0cdda9e1ce121291be7daa215f2fe6,True,Built active - module_id missing from local meta,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,,,,,
modfile_email_modules_newsletter_newsletter_cta_dark_module,modfam_newsletter_button_primary_cta,Newsletter - Button - Primary CTA,Newsletter - Button - Primary CTA - Dark,email_modules/newsletter/newsletter_cta_dark.module,215064426919,Newsletter,Button,Primary CTA,Dark,newsletter,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/newsletter/newsletter_cta_dark.module,False,True,EMAIL,ANY,4,headline; body_text; button_text; button_url,richtext; text; url,Headline (text); Body (richtext); Button Text (text); Button URL (url),0,0,4/4,c8db414cb15f83cd744479e8f75c6f3bae038d7bb27f5e2e147dc44a8334f242,83d0b828065d22fac2660074e8f27beac2f913bc90db17484766f2cb1ecf7b75,ac6642322bce7402484303437950f4d247946948f30dc2caa8c7c63ca5055abc,True,Shipped - HubSpot module_id present,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,"Active module palette/logos, per module cleanup inventory",,,,
modfile_email_modules_newsletter_newsletter_cta_light_module,modfam_newsletter_button_primary_cta,Newsletter - Button - Primary CTA,Newsletter - Button - Primary CTA - Light,email_modules/newsletter/newsletter_cta_light.module,215027397710,Newsletter,Button,Primary CTA,Light,newsletter,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/newsletter/newsletter_cta_light.module,False,True,EMAIL,ANY,4,headline; body_text; button_text; button_url,richtext; text; url,Headline (text); Body (richtext); Button Text (text); Button URL (url),0,0,4/4,087a8bd28ee4f85254d54174b4f0ef2844c175a822832fcbca1f23835d9ae980,83d0b828065d22fac2660074e8f27beac2f913bc90db17484766f2cb1ecf7b75,74be2361b0f6d537b46b8471ac38735b5aaa043511082964aacf0151bbd13c77,True,Shipped - HubSpot module_id present,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,"Active module palette/logos, per module cleanup inventory",,,,
modfile_email_modules_newsletter_newsletter_feature_dark_module,modfam_newsletter_image_feature_story,Newsletter - Image - Feature story,Newsletter - Image - Feature story - Dark,email_modules/newsletter/newsletter_feature_dark.module,215062232737,Newsletter,Image,Feature story,Dark,newsletter,/Users/vMac/03_agents/Projects/Email Marketing/Email Marketing Studio/hubspot/design-manager/email_modules/newsletter/newsletter_feature_dark.module,False,True,EMAIL,ANY,6,image; eyebrow; headline; body_text; button_text; button_url,image; richtext; text; url,Hero Image (image); Eyebrow (text); Headline (text); Body (richtext); Button Text (text); Button URL (url),0,0,6/6,f06d7f42c7c231ba445f75e3eb9753fe55a2a3d16f0bd5c563fc68417ebdffb6,0a1eaaf4cd1f08bc76be72f7fd4294982c5a543337a5ad39a3b499a87c698af2,642925c56b33d6116213c509da96f33dc0402bae3af2fc2b071745db6b9f4487,True,Shipped - HubSpot module_id present,2026-07-03,2026-07-03,Email Marketing Studio/hubspot/design-manager/email_modules,"Active module palette/logos, per module cleanup inventory",,,,
